threshold,f1,precision,recall
0.6432158503700142,0.9004739336492891,0.8291770573566085,0.9851851851851852
0.6482409742010299,0.9016949152542373,0.83125,0.9851851851851852
0.6532660980320456,0.9016949152542373,0.83125,0.9851851851851852
0.6582912218630613,0.9009497964721845,0.8310387984981227,0.9837037037037037
0.6633163456940772,0.9009497964721845,0.8310387984981227,0.9837037037037037
0.6683414695250929,0.9015614392396469,0.8320802005012531,0.9837037037037037
0.6733665933561086,0.902787219578518,0.8341708542713567,0.9837037037037037
0.6783917171871243,0.902787219578518,0.8341708542713567,0.9837037037037037
0.68341684101814,0.9034013605442177,0.8352201257861636,0.9837037037037037
0.6884419648491558,0.9040163376446563,0.836272040302267,0.9837037037037037
0.6934670886801715,0.9040163376446563,0.836272040302267,0.9837037037037037
0.6984922125111872,0.9038854805725971,0.8371212121212122,0.9822222222222222
0.703517336342203,0.9043715846994536,0.8390367553865653,0.9807407407407407
0.7085424601732188,0.9043715846994536,0.8390367553865653,0.9807407407407407
0.7135675840042345,0.9043715846994536,0.8390367553865653,0.9807407407407407
0.7185927078352502,0.9048596851471595,0.8409669211195929,0.9792592592592593
0.7236178316662659,0.906721536351166,0.8441890166028098,0.9792592592592593
0.7286429554972816,0.906721536351166,0.8441890166028098,0.9792592592592593
0.7336680793282974,0.9073438572409059,0.8452685421994884,0.9792592592592593
0.7386932031593132,0.9084652443220922,0.8483290488431876,0.9777777777777777
0.7437183269903289,0.9084652443220922,0.8483290488431876,0.9777777777777777
0.7487434508213446,0.9090909090909091,0.8494208494208494,0.9777777777777777
0.7537685746523604,0.9089655172413793,0.8503225806451613,0.9762962962962963
0.7587936984833761,0.9089655172413793,0.8503225806451613,0.9762962962962963
0.7638188223143918,0.9095928226363009,0.851421188630491,0.9762962962962963
0.7688439461454075,0.9095928226363009,0.851421188630491,0.9762962962962963
0.7738690699764232,0.9094678645473393,0.8523316062176166,0.9748148148148148
0.7788941938074391,0.9107266435986159,0.8545454545454545,0.9748148148148148
0.7839193176384548,0.911988911988912,0.8567708333333334,0.9748148148148148
0.7889444414694705,0.911988911988912,0.8567708333333334,0.9748148148148148
0.7939695653004862,0.9118667591950035,0.8577023498694517,0.9733333333333334
0.798994689131502,0.9125,0.8588235294117647,0.9733333333333334
0.8040198129625177,0.9130132219902575,0.8608923884514436,0.9718518518518519
0.8090449367935334,0.9136490250696379,0.8620236530880421,0.9718518518518519
0.8140700606245492,0.9136490250696379,0.8620236530880421,0.9718518518518519
